tick,score,bits
52,6.0,0010011111011111
53,8.0,1100011000001010
54,10.0,0100010100010001
55,10.0,0110101101111001
56,8.0,1100001100101100
57,8.0,1011001001110011
58,6.0,0100111101000000
59,10.0,0100111011110101
60,4.0,0000010000000110
61,8.0,1111011000100101
62,8.0,0111011110110100
63,4.0,0111000000011100
64,8.0,0010000101100001
65,8.0,0010111010000100
66,8.0,1100100010111011
67,10.0,1101010110111101
68,8.0,0111111010100001
69,8.0,0011101101111010
70,10.0,1010101000100000
71,6.0,0000011000110010
72,8.0,0011101110100111
73,8.0,0001001000110100
74,8.0,0001110100100110
75,6.0,0100000111000010
76,8.0,0010111011111010
77,10.0,1001011101011000
78,8.0,0000001001001101
79,8.0,1011001001111110
80,10.0,1101011001000010
81,8.0,0101100000110010
82,8.0,0011011101101111
83,8.0,1110000001011010
84,8.0,1110111101101101
85,10.0,0001010110101100
86,10.0,0110110110110001
87,6.0,0110000011100011
88,8.0,0110010001111010
89,8.0,0001010110000011
90,8.0,1000011000010010
91,8.0,0001010000101100
92,8.0,0011110100110010
93,8.0,0001100011010011
94,8.0,1101011001100000
95,10.0,1000001010110101
96,8.0,0100110011110100
97,6.0,1000010000100111
98,6.0,1011111101100000
99,10.0,1011000101101100
100,8.0,0010111001101111
101,10.0,1111101011011010
102,6.0,1011110001100000
103,10.0,0100001011010100
104,8.0,0100001001101111
105,6.0,1001111100100000
106,8.0,0110110100001110
107,8.0,1100101111001100
108,8.0,0001101011000111
109,10.0,1100000101010010
110,6.0,0011001001111100
111,12.0,0101010001101010
112,10.0,0001010010110011
113,8.0,1110110100001011
114,6.0,1110011001100111
115,6.0,1011101000000001
116,10.0,1010001011101110
117,6.0,0110001100111110
118,8.0,1000011101100101
119,8.0,1001000100010011
120,8.0,0100101111100011
121,6.0,1110101000000011
122,10.0,0111011011001101
123,10.0,0010101101110110
124,4.0,0000110000010000
125,8.0,1010100011110011
126,8.0,1110100100100000
127,10.0,0101010001001000
128,6.0,0000001101001111
129,10.0,0100110010111011
130,10.0,1011100111010101
131,8.0,1010010100000011
132,10.0,1010011101001100
133,8.0,0001100001101010
134,2.0,1111000000000011
135,12.0,1101010011001010
136,8.0,1101010011100011
137,12.0,0010010010101101
138,8.0,0101000011000111
139,6.0,0000010111000001
140,8.0,1000111101100100
141,6.0,0011100000011011
142,10.0,1101010101110001
143,10.0,1000101110100101
144,10.0,1101101001101011
145,8.0,0000010110100111
146,8.0,0010010011101000
147,10.0,0010001001110101
148,6.0,1010001000000000
149,10.0,1111110101010110
150,6.0,0110111111000001
151,10.0,1010101100111000
152,8.0,1010000101001111
153,6.0,0011110010001100
154,6.0,0001001110001100
155,10.0,1100101111010010
156,8.0,0110111101010000
157,10.0,1100110011011010
158,6.0,0100111100111111
159,4.0,1100011000111111
160,10.0,0110010100100111
161,10.0,1101011110101000
162,6.0,1000001000001001
163,6.0,0100000001110110
164,8.0,0010001001000100
165,10.0,0111110100100101
166,10.0,1011001111010010
167,8.0,1111001101110110
168,8.0,0110000011001010
169,6.0,0101111100100000
170,10.0,1100010101101100
171,6.0,0011101110001000
172,6.0,1011111001011111
173,8.0,0100010000100111
174,6.0,0011000010100000
175,8.0,0011110100001001
176,8.0,0010001111011101
177,8.0,0001101101011000
178,8.0,0110000101001110
179,8.0,1101001100001101
180,10.0,1110101001110100
181,10.0,1101000010110100
182,8.0,0000110100011010
183,8.0,1000001001011101
184,6.0,1110000100111001
185,10.0,1011000111101010
186,8.0,1110011100101101
187,6.0,1111011100001110
188,8.0,1110110000110010
189,8.0,0110011101101000
190,10.0,1100110101001001
191,12.0,0110011001010101
192,6.0,0000110101110000
193,10.0,1011000101010011
194,4.0,0000000000011010
195,8.0,1100001101010011
196,10.0,1101001100001010
197,8.0,1110111101110010
198,10.0,0111001010100110
199,12.0,0011011010010101
200,6.0,0010000100011100
201,10.0,1010101010111111
202,8.0,1010001110100001
203,4.0,1000000011100011
204,4.0,1011111100000011
205,8.0,1001111000101000
206,8.0,0011101000111011
207,10.0,1101110001011010
208,10.0,1001010000101001
209,8.0,0010011110100100
210,8.0,0110010111000100
211,8.0,1100101111001100
212,6.0,0111010001110000
213,4.0,0100011111100000
214,4.0,0000111000001000
215,6.0,0100001111000011
216,8.0,1010000111110100
217,8.0,0000000101001011
218,8.0,1000111101011110
219,6.0,0000011110111101
220,6.0,1100101111100001
221,6.0,1100010011110111
222,6.0,0010001101111110
223,6.0,0001000001111101
224,10.0,0101101111010001
225,8.0,0001001010011100
226,8.0,1010011010000011
227,6.0,1000111010111111
228,6.0,0110000011000110
229,8.0,0011001111010001
230,8.0,0101000010000001
231,8.0,0010111100110010
232,8.0,0001001000011011
233,6.0,0110010001111000
234,6.0,0000001010001000
235,6.0,0000011010001111
236,8.0,0001110111010111
237,6.0,0010011111110001
238,10.0,1011001010100111
239,10.0,1011101011101000
240,6.0,1011111101100011
241,8.0,0000010001010010
242,8.0,1111010010110111
243,8.0,1000110111001100
244,10.0,0010010101101111
245,12.0,1001101101010101
246,10.0,1010011111010010
247,4.0,0011111111100110
248,6.0,1101000001011111
249,6.0,0101100011100000
250,8.0,1010010000001100
251,10.0,1101010010001101
252,8.0,1011010000110001
253,4.0,0000111000001111
254,6.0,0000100100000001
255,6.0,0000011001110110
256,8.0,1011111111001010
257,8.0,0011101111110101
258,6.0,0011110011101000
259,6.0,0011110000011010
260,8.0,0101111100110010
261,12.0,1011001101001010
262,8.0,0001001101010000
263,6.0,1111101100000100
264,6.0,0110000100001000
265,8.0,1010100011111000
266,12.0,0101010100010011
267,2.0,1100000000111111
268,8.0,1101001011011111
269,10.0,0001110100101001
270,12.0,1010001011010100
271,8.0,0101001101110000
272,6.0,1011110111111101
273,6.0,0001100010001000
274,6.0,0110000001000100
275,8.0,1111101010011100
276,10.0,0010010101011111
277,8.0,0111110001010001
278,8.0,1011110100110011
279,10.0,1100010101001011
280,6.0,1101000111100111
281,10.0,1001101010001001
282,4.0,1011000000000000
283,12.0,0101011011011011
284,8.0,0000011100110101
285,8.0,1101100110010000
286,10.0,1101000100110110
287,6.0,0010100000111100
288,10.0,0111001010101000
289,6.0,0001000000011010
290,12.0,0001010110110101
291,4.0,1100000011100000
292,8.0,0110100100001000
293,4.0,0111110000011100
294,8.0,1100010110100111
295,8.0,0011011000111101
296,12.0,1010111101010100
297,6.0,0010011111111011
298,10.0,0111010100100010
299,10.0,1100100100010110
300,10.0,0010111001001011
301,6.0,0010001001111100
302,12.0,1010010101110110
303,6.0,0010001001100000
304,8.0,0100100111001000
305,8.0,0000100110111011
306,8.0,1001000010001001
307,8.0,1010010000001000
308,8.0,1001110011000100
309,8.0,1010000101100000
310,10.0,1011001001001101
311,4.0,1000000000010000
312,8.0,0111000011101101
313,8.0,0111110101101000
314,6.0,0000000001010111
315,8.0,1011100011000101
316,10.0,1101000110110100
317,8.0,0011101101110001
318,4.0,0000111100001110
319,8.0,0011011001000111
320,10.0,0111100010010101
321,10.0,0011101010011101
322,8.0,0010001101100001
323,8.0,0011001011000100
324,8.0,1100110111100010
325,10.0,1011011101110110
326,4.0,0000011000000010
327,8.0,1011110100011100
328,8.0,0110111011000111
329,12.0,0100101001001010
330,6.0,0000000101110111
331,8.0,0001010100001000
332,6.0,0000000100110100
333,12.0,1010111010100010
334,10.0,0110101000010110
335,10.0,1011000101001000
336,6.0,1111000000010101
337,6.0,0111110110010000
338,6.0,0000110101111000
339,8.0,0001011001000010
340,2.0,1111111100111111
341,8.0,0100011100011011
342,6.0,0000001100010100
343,8.0,1110111111011010
344,8.0,1011011000111100
345,10.0,1100010100001010
346,10.0,0011011100110101
347,8.0,0001001101110001
348,8.0,1100110110000110
349,8.0,0111111011101001
350,12.0,0101010110110001
351,10.0,1000111110101010
